Sample ID,Mid depth CCSF-361-U1475-BCDEF-20160305 (m),SS mean,SS Std
"361-U1475F-2H-3, 56-58",23.984,27.985,0.021213203
"361-U1475F-2H-3, 60-62",24.024,28.53,0.070710678
"361-U1475F-2H-3, 64-66",24.064,25.63,0.070710678
"361-U1475F-2H-3, 68-70",24.104,24.63,0.014142136
"361-U1475F-2H-3, 72-74",24.144,,
"361-U1475F-2H-3, 76-78",24.184,26.925,0.035355339
"361-U1475F-2H-3, 80-82",24.224,27.64,0.22627417
"361-U1475F-2H-3, 84-86",24.264,26.005,0.134350288
"361-U1475F-2H-3, 88-90",24.304,25.56,0.084852814
"361-U1475F-2H-3, 92-94",24.344,26.255,0.16263456
"361-U1475F-2H-3, 96-98",24.384,25.92,0.282842712
"361-U1475F-2H-3, 100-102",24.424,24.31,0.084852814
"361-U1475F-2H-3, 104-106",24.464,23.355,0.007071068
"361-U1475F-2H-3, 108-110",24.504,22.375,0.120208153
"361-U1475F-2H-3, 112-114",24.544,22.725,0.091923882
"361-U1475F-2H-3, 116-118",24.584,20.885,0.077781746
"361-U1475F-2H-3, 120-122",24.624,19.475,0.134350288
"361-U1475F-2H-3, 124-126",24.664,20.315,0.007071068
"361-U1475F-2H-3, 128-130",24.704,20.66,0.042426407
"361-U1475F-2H-3, 132-134",24.744,20.975,0.021213203
"361-U1475F-2H-3, 136-138",24.784,21.205,0.06363961
"361-U1475F-2H-3, 140-142",24.824,22.265,0.049497475
"361-U1475F-2H-3, 144-146",24.864,22.41,0.042426407
"361-U1475F-2H-3, 148-150",24.904,22.935,0.049497475
"361-U1475F-2H-4, 2-4",24.944,21.6,0.141421356
"361-U1475F-2H-4, 6-8",24.984,22.01,0.113137085
"361-U1475F-2H-4, 10-12",25.024,22.315,0.134350288
"361-U1475F-2H-4, 14-16",25.064,23.61,0.155563492
"361-U1475F-2H-4, 18-20",25.104,21.4,0
"361-U1475F-2H-4, 22-24",25.144,22.225,0.106066017
"361-U1475F-2H-4, 26-28",25.184,22.61,0.141421356
"361-U1475F-2H-4, 30-32",25.224,21.345,0.021213203
"361-U1475F-2H-4, 34-36",25.264,21.405,0.021213203
"361-U1475F-2H-4, 38-40",25.304,20.765,0.190918831
"361-U1475F-2H-4, 42-44",25.344,20.01,0.014142136
"361-U1475F-2H-4, 46-48",25.384,21.03,0.197989899
"361-U1475F-2H-4, 50-52",25.424,20.5,0.127279221
"361-U1475F-2H-4, 54-56",25.464,21.635,0.06363961
"361-U1475F-2H-4, 58-60",25.504,22.87,0.028284271
"361-U1475F-2H-4, 62-64",25.544,23.33,0.169705627
"361-U1475F-2H-4, 66-68",25.584,22.71,0.212132034
"361-U1475F-2H-4, 70-72",25.624,23.35,0.240416306
"361-U1475F-2H-4, 74-76",25.664,23.335,0.120208153
"361-U1475F-2H-4, 78-80",25.704,22.55,0
"361-U1475F-2H-4, 82-84",25.744,23.065,0.021213203
"361-U1475F-2H-4, 86-88",25.784,23.38666667,0.277908858
"361-U1475F-2H-4, 90-92",25.824,23.86,0.155563492
"361-U1475F-2H-4, 94-96",25.864,23.525,0.021213203
"361-U1475F-2H-4, 98-100",25.904,23.25,0.22627417
"361-U1475F-2H-4, 102-104",25.944,22.69,0.141421356
"361-U1475F-2H-4, 106-108",25.984,22.53,0.084852814
"361-U1475F-2H-4, 110-112",26.024,22.685,0.176776695
"361-U1475F-2H-4, 114-116",26.064,24.01,0.169705627
"361-U1475F-2H-4, 118-120",26.104,22.945,0.190918831
"361-U1475F-2H-4, 122-124",26.144,22.19,0.169705627
"361-U1475F-2H-4, 126-128",26.184,22.565,0.035355339
"361-U1475F-2H-4, 130-132",26.224,24.10333333,0.194250697
"361-U1475F-2H-4, 134-136",26.264,22.90666667,0.176162803
"361-U1475F-2H-4, 138-140",26.304,22.425,0.190918831
"361-U1475F-2H-4, 142-144",26.344,22.33333333,0.193476958
"361-U1475F-2H-4, 146-148",26.384,22.57666667,0.204287379
"361-U1475F-2H-5, 0-2",26.424,21.41,0
"361-U1475F-2H-5, 4-6",26.464,21.765,0.06363961
"361-U1475F-2H-5, 8-10",26.504,22.085,0.077781746
"361-U1475F-2H-5, 12-14",26.544,22.205,0.091923882
"361-U1475F-2H-5, 16-18",26.584,21.64,0.268700577
"361-U1475F-2H-5, 20-22",26.624,21.895,0.106066017
"361-U1475F-2H-5, 24-26",26.664,22.18,0.056568542
"361-U1475F-2H-5, 28-30",26.704,21.32,0.028284271
"361-U1475F-2H-5, 32-34",26.744,22.57,0.084852814
"361-U1475F-2H-5, 36-38",26.784,22.005,0.035355339
"361-U1475F-2H-5, 40-42",26.824,21.915,0.007071068
"361-U1475F-2H-5, 44-46",26.864,22.935,0.120208153
"361-U1475F-2H-5, 48-50",26.904,21.86,0.127279221
"361-U1475F-2H-5, 52-54",26.944,22.61,0.070710678
"361-U1475F-2H-5, 56-58",26.984,22.645,0.106066017
"361-U1475F-2H-5, 60-62",27.024,22.365,0.035355339
"361-U1475F-2H-5, 64-66",27.064,21.98,0.014142136
"361-U1475F-2H-5, 68-70",27.104,22.74,0.070710678
"361-U1475F-2H-5, 72-74",27.144,23.19,0.169705627
"361-U1475F-2H-5, 76-78",27.184,22.45,0.197989899
"361-U1475F-2H-5, 80-82",27.224,22.605,0.120208153
"361-U1475F-2H-5, 84-86",27.264,22,0.028284271
"361-U1475F-2H-5, 88-90",27.304,22.65,0.084852814
"361-U1475F-2H-5, 92-94",27.344,22.235,0.035355339
"361-U1475F-2H-5, 96-98",27.384,22.655,0.106066017
"361-U1475F-2H-5, 100-102",27.424,22.7,0.028284271
"361-U1475F-2H-5, 104-106",27.464,22.23,0.056568542
"361-U1475F-2H-5, 108-110",27.504,22.36,0.183847763
"361-U1475F-2H-5, 112-114",27.544,22.825,0.007071068
"361-U1475F-2H-5, 116-118",27.584,23.05,0.028284271
"361-U1475F-2H-5, 120-122",27.624,23.855,0.035355339
"361-U1475F-2H-5, 124-126",27.664,22.46666667,0.185831465
"361-U1475F-2H-5, 128-130",27.704,22.675,0.091923882
"361-U1475F-2H-5, 132-134",27.744,23.18,0.200748599
"361-U1475F-2H-5, 136-138",27.784,22.85666667,0.204287379
"361-U1475F-2H-5, 140-142",27.824,23.27,0.791959595
"361-U1475F-2H-5, 144-146",27.864,23.125,0.06363961
"361-U1475F-2H-5, 148-150",27.904,21.34,0.127279221
"361-U1475F-2H-6, 2-4",27.944,22.115,0.077781746
"361-U1475F-2H-6, 6-8",27.984,22.445,0.120208153
"361-U1475F-2H-6, 10-12",28.024,22.28,0.268700577
"361-U1475F-2H-6, 14-16",28.064,22.465,0.16263456
"361-U1475F-2H-6, 18-20",28.104,22.06666667,0.303699413
"361-U1475F-2H-6, 22-24",28.144,22.39,0.042426407
"361-U1475F-2H-6, 26-28",28.184,21.395,0.035355339
"361-U1475F-2H-6, 30-32",28.224,21.575,0.021213203
"361-U1475F-2H-6, 34-36",28.264,22.09,0.042426407
"361-U1475F-2H-6, 38-40",28.304,21.96,0.113137085
"361-U1475F-2H-6, 42-44",28.344,21.72,0.028284271
"361-U1475F-2H-6, 46-48",28.384,22.225,0.16263456
"361-U1475F-2H-6, 50-52",28.424,21.625,0.049497475
"361-U1475F-2H-6, 54-56",28.464,22.465,0.06363961
"361-U1475F-2H-6, 58-60",28.504,23.32,0.169705627
"361-U1475F-2H-6, 62-64",28.544,23.39,0.042426407
"361-U1475F-2H-6, 66-68",28.584,23,0.098994949
"361-U1475F-2H-6, 70-72",28.624,23.87,0.070710678
"361-U1475F-2H-6, 74-76",28.664,24.22,0.070710678
"361-U1475F-2H-6, 78-80",28.704,24.73,0.056568542
"361-U1475E-4H-2, 4-6",28.741,27.935,0.190918831
"361-U1475E-4H-2, 8-10",28.781,27.05,0.197989899
"361-U1475E-4H-2, 12-14",28.821,26.575,0.106066017
"361-U1475E-4H-2, 16-18",28.861,24.75,0.127279221
"361-U1475E-4H-2, 20-22",28.901,26.045,0.021213203
"361-U1475E-4H-2, 24-26",28.941,26.36,0.183847763
"361-U1475E-4H-2, 28-30",28.981,28.79666667,0.438786205
"361-U1475E-4H-2, 32-34",29.021,27.34,0.042426407
"361-U1475E-4H-2, 36-38",29.061,26.835,0.176776695
"361-U1475E-4H-2, 40-42",29.101,27.81333333,0.280950767
"361-U1475E-4H-2, 44-46",29.141,24.695,0.134350288
"361-U1475E-4H-2, 48-50",29.181,26.415,0.091923882
"361-U1475E-4H-2, 52-54",29.221,25.465,0.106066017
"361-U1475E-4H-2, 56-58",29.261,26.58,0.098994949
"361-U1475E-4H-2, 60-62",29.301,24.705,0.021213203
"361-U1475E-4H-2, 64-66",29.341,26.34,0.169705627
"361-U1475E-4H-2, 68-70",29.381,24.915,0.134350288
"361-U1475E-4H-2, 72-74",29.421,25.05,0.070710678
"361-U1475E-4H-2, 76-78",29.461,23.085,0.06363961
"361-U1475E-4H-2, 80-82",29.501,24.125,0.091923882
"361-U1475E-4H-2, 84-86",29.541,22.14666667,0.144683563
"361-U1475E-4H-2, 88-90",29.581,23.355,0.176776695
"361-U1475E-4H-2, 92-94",29.621,21.78,0.141421356
"361-U1475E-4H-2, 96-98",29.661,21.875,0.06363961
"361-U1475E-4H-2, 100-102",29.701,21.28,0
"361-U1475E-4H-2, 104-106",29.741,19.51,0.070710678
"361-U1475E-4H-2, 108-110",29.781,20.98,0.028284271
"361-U1475E-4H-2, 112-114",29.821,21.79,0.028284271
"361-U1475E-4H-2, 116-118",29.861,21.06,0.098994949
"361-U1475E-4H-2, 120-122",29.901,21.78,0.028284271
"361-U1475E-4H-2, 124-126",29.941,22.625,0.148492424
"361-U1475E-4H-2, 128-130",29.981,23.51,0.141421356
"361-U1475E-4H-2, 132-134",30.021,21.675,0.077781746
"361-U1475E-4H-2, 136-138",30.061,22.26,0.158745079
"361-U1475E-4H-2, 140-142",30.101,22.03,0.169705627
"361-U1475E-4H-2, 144-146",30.141,21.945,0.021213203
"361-U1475E-4H-2, 148-150",30.181,20.17,0.212132034
"361-U1475E-4H-3, 2-4",30.221,20.875,0.035355339
"361-U1475E-4H-3, 6-8",30.261,20.265,0.134350288
"361-U1475E-4H-3, 10-12",30.301,20.05,0.127279221
"361-U1475E-4H-3, 14-16",30.341,19.96,0.056568542
"361-U1475E-4H-3, 18-20",30.381,18.72,0.113137085
"361-U1475E-4H-3, 22-24",30.421,20.17666667,0.171561456
"361-U1475E-4H-3, 26-28",30.461,20.1,0.070710678
"361-U1475E-4H-3, 30-32",30.501,19.465,0.06363961
"361-U1475E-4H-3, 34-36",30.541,19.605,0.148492424
"361-U1475E-4H-3, 38-40",30.581,19.795,0.049497475
"361-U1475E-4H-3, 42-44",30.621,19.47,0.014142136
"361-U1475E-4H-3, 46-48",30.661,19.465,0.007071068
"361-U1475E-4H-3, 50-52",30.701,19.745,0.035355339
"361-U1475E-4H-3, 54-56",30.741,20.195,0.049497475
"361-U1475E-4H-3, 58-60",30.781,19.98,0.014142136
"361-U1475E-4H-3, 62-64",30.821,19.455,0.049497475
"361-U1475E-4H-3, 66-68",30.861,20.73,0.169705627
"361-U1475E-4H-3, 70-72",30.901,19.555,0.035355339
"361-U1475E-4H-3, 74-76",30.941,19.85,0.084852814
"361-U1475E-4H-3, 78-80",30.981,21.04,0.113137085
"361-U1475E-4H-3, 82-84",31.021,21.435,0.007071068
"361-U1475E-4H-3, 86-88",31.061,22.005,0.049497475
"361-U1475E-4H-3, 90-92",31.101,24.17,0.014142136
"361-U1475E-4H-3, 94-96",31.141,23.95,0.014142136
"361-U1475E-4H-3, 98-100",31.181,24.5,0
"361-U1475E-4H-3, 102-104",31.221,24.35,0.070710678
"361-U1475E-4H-3, 106-108",31.261,24.46,0.084852814
"361-U1475E-4H-3, 110-112",31.301,24.69,0.212132034
"361-U1475E-4H-3, 114-116",31.341,23.92,0.113137085
"361-U1475E-4H-3, 118-120",31.381,21.77,0.127279221
"361-U1475E-4H-3, 122-124",31.421,24.93,0.084852814
"361-U1475E-4H-3, 126-128",31.461,24.01,0.292061637
"361-U1475E-4H-3, 130-132",31.501,22.605,0.021213203
"361-U1475E-4H-3, 134-136",31.541,25.035,0.049497475
"361-U1475E-4H-3, 138-140",31.581,23.41666667,0.184481255
"361-U1475E-4H-3, 142-144",31.621,23.83,0.183847763
"361-U1475E-4H-3, 146-148",31.661,23.15,0.098994949
"361-U1475E-4H-4, 0-2",31.701,24.26,0.113137085
"361-U1475E-4H-4, 4-6",31.741,23.46,0.22627417
"361-U1475E-4H-4, 8-10",31.781,24.865,0.120208153
"361-U1475E-4H-4, 12-14",31.821,24.64,0.084852814
"361-U1475E-4H-4, 16-18",31.861,22.71333333,0.335608899
"361-U1475E-4H-4, 20-22",31.901,22.19666667,0.191398363
"361-U1475E-4H-4, 24-26",31.941,22.64,0.410731056
"361-U1475E-4H-4, 28-30",31.981,24.05333333,0.275015151
"361-U1475E-4H-4, 32-34",32.021,25.015,0.134350288
"361-U1475E-4H-4, 36-38",32.061,26.09666667,0.231156513
"361-U1475E-4H-4, 40-42",32.101,24.50333333,0.217332311
"361-U1475E-4H-4, 44-46",32.141,24.43,0.155563492
"361-U1475E-4H-4, 48-50",32.181,26.74666667,0.263122278
"361-U1475E-4H-4, 52-54",32.221,26.82,0.098994949
"361-U1475E-4H-4, 56-58",32.261,25.265,0.16263456
"361-U1475E-4H-4, 60-62",32.301,25.3,0.042426407
"361-U1475E-4H-4, 64-66",32.341,23.72,0.160934769
"361-U1475E-4H-4, 68-70",32.381,23.225,0.16263456
"361-U1475E-4H-4, 72-74",32.421,22.435,0.120208153
"361-U1475E-4H-4, 76-78",32.461,23.585,0.049497475
"361-U1475E-4H-4, 80-82",32.501,22.59,0.084852814
"361-U1475E-4H-4, 84-86",32.541,22.565,0.106066017
"361-U1475E-4H-4, 88-90",32.581,22.88,0.197989899
"361-U1475E-4H-4, 92-94",32.621,23.53,0.149331845
"361-U1475E-4H-4, 96-98",32.661,23.415,0.148492424
"361-U1475E-4H-4, 100-102",32.701,23.575,0.035355339
"361-U1475E-4H-4, 104-106",32.741,25.035,0.120208153
"361-U1475E-4H-4, 108-110",32.781,23.04,0.028284271
"361-U1475E-4H-4, 112-114",32.821,25.095,0.148492424
"361-U1475E-4H-4, 116-118",32.861,27.37,0.212132034
"361-U1475E-4H-4, 120-122",32.901,25.565,0.035355339
"361-U1475E-4H-4, 124-126",32.941,23.915,0.170782513
"361-U1475E-4H-4, 128-130",32.981,23.66,0.155563492
"361-U1475E-4H-4, 132-134",33.021,22.565,0.021213203
"361-U1475E-4H-4, 136-138",33.061,25.48666667,0.223681321
"361-U1475E-4H-4, 140-142",33.101,25.025,0.035355339
"361-U1475E-4H-4, 144-146",33.141,24.425,0.190918831
"361-U1475E-4H-4, 148-150",33.181,26.875,0.106066017
"361-U1475E-4H-5, 2-4",33.221,26.425,0.219203102
"361-U1475E-4H-5, 6-8",33.261,22.645,0.007071068
"361-U1475E-4H-5, 10-12",33.301,23.13,0
"361-U1475E-4H-5, 14-16",33.341,23.98,0.141421356
"361-U1475E-4H-5, 18-20",33.381,24.49,0.042426407
"361-U1475E-4H-5, 22-24",33.421,24.64,0.070710678
"361-U1475E-4H-5, 26-28",33.461,24.075,0.106066017
"361-U1475E-4H-5, 30-32",33.501,23.845,0.007071068
"361-U1475E-4H-5, 34-36",33.541,25.31,0.155563492
"361-U1475E-4H-5, 38-40",33.581,26.515,0.007071068
"361-U1475E-4H-5, 42-44",33.621,25.165,0.007071068
"361-U1475E-4H-5, 46-48",33.661,25.35,0.056568542
"361-U1475E-4H-5, 50-52",33.701,26.14666667,0.251064401
"361-U1475E-4H-5, 54-56",33.741,25.605,0.007071068
"361-U1475E-4H-5, 58-60",33.781,25.76,0.056568542
"361-U1475E-4H-5, 62-64",33.821,27.13,0.014142136
"361-U1475E-4H-5, 66-68",33.861,26.36,0.197989899
"361-U1475E-4H-5, 70-72",33.901,26.10333333,0.211266025
"361-U1475E-4H-5, 74-76",33.941,,
"361-U1475E-4H-5, 78-80",33.981,24.17,0.028284271
"361-U1475E-4H-5, 82-84",34.021,23.455,0.077781746
"361-U1475E-4H-5, 86-88",34.061,24.99,0.042426407
"361-U1475E-4H-5, 90-92",34.101,23.235,0.077781746
"361-U1475E-4H-5, 94-96",34.141,23.96,0.056568542
"361-U1475E-4H-5, 98-100",34.181,23.225,0.091923882
"361-U1475E-4H-5, 102-104",34.221,23.83,0.286879766
"361-U1475E-4H-5, 106-108",34.261,24.01,0.22627417
"361-U1475E-4H-5, 110-112",34.301,22.45,0.014142136
"361-U1475E-4H-5, 114-116",34.341,25.69333333,0.221885857
"361-U1475E-4H-5, 118-120",34.381,24.785,0.148492424
"361-U1475E-4H-5, 122-124",34.421,23.295,0.049497475
"361-U1475E-4H-5, 126-128",34.461,23.53,0.056568542
"361-U1475E-4H-5, 130-132",34.501,22.21,0.220680765
"361-U1475E-4H-5, 134-136",34.541,23.28,0.183847763
"361-U1475E-4H-5, 138-140",34.581,24.64333333,0.274651294
"361-U1475E-4H-5, 142-144",34.621,27.94,0.070710678
"361-U1475E-4H-5, 146-148",34.661,27.4,0.197989899
"361-U1475E-4H-6, 0-2",34.701,28.87,0.141421356
"361-U1475E-4H-6, 4-6",34.741,27.65,0.212132034
"361-U1475E-4H-6, 8-10",34.781,24.39,0.22627417
"361-U1475E-4H-6, 12-14",34.821,23.26666667,0.308274769
"361-U1475E-4H-6, 16-18",34.861,22.765,0.021213203
"361-U1475E-4H-6, 20-22",34.901,23.355,0.06363961
"361-U1475E-4H-6, 24-26",34.941,22.745,0.007071068
"361-U1475E-4H-6, 28-30",34.981,23.435,0.091923882
"361-U1475E-4H-6, 32-34",35.021,24.855,0.049497475
"361-U1475E-4H-6, 36-38",35.061,25.31,0.251197134
"361-U1475E-4H-6, 40-42",35.101,25.075,0.120208153
"361-U1475E-4H-6, 44-46",35.141,25.54,0
"361-U1475E-4H-6, 48-50",35.181,24.25,0.245560583
"361-U1475E-4H-6, 52-54",35.221,23.305,0.06363961
"361-U1475E-4H-6, 56-58",35.261,24.75,0.155563492
"361-U1475E-4H-6, 60-62",35.301,24.68,0.056568542
"361-U1475E-4H-6, 64-66",35.341,24.305,0.148492424
"361-U1475E-4H-6, 68-70",35.381,24.36,0.014142136
"361-U1475E-4H-6, 72-74",35.421,25.50666667,0.395010548
"361-U1475E-4H-6, 76-78",35.461,25.97333333,0.240069434
"361-U1475E-4H-6, 80-82",35.501,26.96666667,0.169213869
"361-U1475E-4H-6, 84-86",35.541,27.315,0.021213203
"361-U1475E-4H-6, 88-90",35.581,24.12,0.113137085
"361-U1475E-4H-6, 92-94",35.621,23.515,0.148492424
"361-U1475E-4H-6, 96-98",35.661,23.035,0.106066017
"361-U1475E-4H-6, 100-102",35.701,23.68,0.014142136
"361-U1475E-4H-6, 104-106",35.741,23.52,0.113137085
"361-U1475E-4H-6, 108-110",35.781,23.8,0.056568542
"361-U1475E-4H-6, 112-114",35.821,22.905,0.035355339
"361-U1475E-4H-6, 116-118",35.861,25.245,0.106066017
"361-U1475E-4H-6, 120-122",35.901,24.995,0.007071068
"361-U1475E-4H-6, 124-126",35.941,23.98,0.014142136
"361-U1475E-4H-6, 128-130",35.981,24.75,0.028284271
"361-U1475C-4H-5, 54-56",36.021,25.78,0.098994949
"361-U1475C-4H-5, 58-60",36.061,27.56,0.183847763
"361-U1475C-4H-5, 62-64",36.101,24.775,2.057680733
"361-U1475C-4H-5, 66-68",36.141,24.485,0.06363961
"361-U1475C-4H-5, 70-72",36.181,25.555,0.049497475
"361-U1475C-4H-5, 74-76",36.221,24.65,0.028284271
"361-U1475C-4H-5, 78-80",36.261,23.415,0.120208153
"361-U1475C-4H-5, 82-84",36.301,28.11,0.335111922
"361-U1475C-4H-5, 86-88",36.341,24.28,0.098994949
"361-U1475C-4H-5, 90-92",36.381,22.545,0.134350288
"361-U1475C-4H-5, 94-96",36.421,22.005,0.06363961
"361-U1475C-4H-5, 98-100",36.461,22.885,0.190918831
"361-U1475C-4H-5, 102-104",36.501,23.18,0
"361-U1475C-4H-5, 106-108",36.541,24.17,0.084852814
"361-U1475C-4H-5, 110-112",36.581,25.545,0.021213203
"361-U1475C-4H-5, 114-116",36.621,24.155,0.106066017
"361-U1475C-4H-5, 118-120",36.661,23.695,0.049497475
"361-U1475C-4H-5, 122-124",36.701,24.32,0.028284271
"361-U1475C-4H-5, 126-128",36.741,24.49,0.098994949
"361-U1475C-4H-5, 130-132",36.781,24,0.070710678
"361-U1475C-4H-5, 134-136",36.821,23.365,0.091923882
"361-U1475C-4H-5, 138-140",36.861,22.48,0.327414111
"361-U1475C-4H-5, 142-144",36.901,22.645,0.049497475
"361-U1475C-4H-5, 146-148",36.941,21.61,0.155563492
"361-U1475C-4H-6, 0-2",36.981,22.93,0.113137085
"361-U1475C-4H-6, 4-6",37.021,22.105,0.16263456
"361-U1475C-4H-6, 8-10",37.061,22.23,0.098994949
"361-U1475C-4H-6, 12-14",37.101,22.295,0.190918831
"361-U1475C-4H-6, 16-18",37.141,21.27,0.127279221
"361-U1475C-4H-6, 20-22",37.181,22.57,0.028284271
"361-U1475C-4H-6, 24-26",37.221,22.245,0.091923882
"361-U1475C-4H-6, 28-30",37.261,22.755,0.176776695
"361-U1475C-4H-6, 32-34",37.301,22.84,0.147309199
"361-U1475C-4H-6, 36-38",37.341,25.26,0.295465734
"361-U1475C-4H-6, 40-42",37.381,24.54,0.183847763
"361-U1475C-4H-6, 44-46",37.421,26.62,0.098994949
"361-U1475C-4H-6, 48-50",37.461,24.82,0.169705627
"361-U1475C-4H-6, 52-54",37.501,24.3,0.127279221
"361-U1475C-4H-6, 56-58",37.541,25.13,0.056568542
"361-U1475C-4H-6, 60-62",37.581,24.19,0.113137085
"361-U1475C-4H-6, 64-66",37.621,24.775,0.021213203
"361-U1475C-4H-6, 68-70",37.661,23.09,0.056568542
"361-U1475C-4H-6, 72-74",37.701,24.33,0.169705627
"361-U1475C-4H-6, 76-78",37.741,25.25,0.070710678
"361-U1475C-4H-6, 80-82",37.781,23.92,0.141421356
"361-U1475C-4H-6, 84-86",37.821,23.895,0.049497475
"361-U1475C-4H-6, 88-90",37.861,24.045,0.035355339
"361-U1475C-4H-6, 92-94",37.901,25.74,0.084852814
"361-U1475C-4H-6, 96-98",37.941,25.555,0.134350288
"361-U1475C-4H-6, 100-102",37.981,25.02,0.113137085
"361-U1475C-4H-6, 104-106",38.021,23.625,0.035355339
"361-U1475C-4H-6, 108-110",38.061,23.845,0.077781746
"361-U1475C-4H-6, 112-114",38.101,,
"361-U1475C-4H-6, 116-118",38.141,24.805,0.106066017
"361-U1475B-5H-2, 46-48",38.198,23.79,0.098994949
"361-U1475B-5H-2, 50-52",38.238,24.895,0.077781746
"361-U1475B-5H-2, 54-56",38.278,25.5,0.014142136
"361-U1475B-5H-2, 58-60",38.318,25.73,0.084852814
"361-U1475B-5H-2, 62-64",38.358,25.235,0.035355339
"361-U1475B-5H-2, 66-68",38.398,24.175,0.035355339
"361-U1475B-5H-2, 70-72",38.438,23.1,0.22627417
"361-U1475B-5H-2, 74-76",38.478,22.525,0.049497475
"361-U1475B-5H-2, 78-80",38.518,23.01,0.197989899
"361-U1475B-5H-2, 82-84",38.558,22.705,0.148492424
"361-U1475B-5H-2, 86-88",38.598,22.08,0.113137085
"361-U1475B-5H-2, 90-92",38.638,22.765,0.035355339
"361-U1475B-5H-2, 94-96",38.678,23.75,0.042426407
"361-U1475B-5H-2, 98-100",38.718,23.78,0.127279221
"361-U1475B-5H-2, 102-104",38.758,23.64,0.028284271
"361-U1475B-5H-2, 106-108",38.798,24.55,0.155563492
"361-U1475B-5H-2, 110-112",38.838,23.525,0.035355339
"361-U1475B-5H-2, 114-116",38.878,22.73666667,0.207926269
"361-U1475B-5H-2, 118-120",38.918,22.725,0.120208153
"361-U1475B-5H-2, 122-124",38.958,22.045,0.148492424
"361-U1475B-5H-2, 126-128",38.998,22.51,0.127279221
"361-U1475B-5H-2, 130-132",39.038,23.44,0.098994949
"361-U1475B-5H-2, 134-136",39.078,24.205,0.120208153
"361-U1475B-5H-2, 138-140",39.118,,
"361-U1475B-5H-2, 142-144",39.158,23.81,0.056568542
"361-U1475B-5H-2, 146-148",39.198,24.82333333,0.253245599
"361-U1475B-5H-3, 0-2",39.238,24.215,0.120208153
"361-U1475B-5H-3, 4-6",39.278,25.585,0.049497475
"361-U1475B-5H-3, 8-10",39.318,25.81,0.183847763
"361-U1475B-5H-3, 12-14",39.358,23.68,0.042426407
"361-U1475B-5H-3, 16-18",39.398,23.37,0.113137085
"361-U1475B-5H-3, 20-22",39.438,23.125,0.021213203
"361-U1475B-5H-3, 24-26",39.478,23.22333333,0.186100331
"361-U1475B-5H-3, 28-30",39.518,22.645,0.077781746
"361-U1475B-5H-3, 32-34",39.558,22.01,0
