Sample ID,Mid depth CCSF-361-U1475-BCDEF-20160305 (m),SS mean,SS Std
"361-U1475C-8H-2, 125-127",74.465,,
"361-U1475C-8H-2, 135-137",74.565,,
"361-U1475C-8H-2, 145-147",74.665,,
"361-U1475C-8H-3, 5-7",74.765,,
"361-U1475C-8H-3, 15-17",74.865,,
"361-U1475C-8H-3, 25-27",74.965,,
"361-U1475C-8H-3, 35-37",75.065,,
"361-U1475C-8H-3, 45-47",75.165,,
"361-U1475C-8H-3, 55-57",75.265,,
"361-U1475C-8H-3, 65-67",75.365,,
"361-U1475C-8H-3, 76-78",75.475,,
"361-U1475C-8H-3, 85-87",75.565,,
"361-U1475C-8H-3, 95-97",75.665,,
"361-U1475C-8H-3, 105-107",75.765,,
"361-U1475C-8H-3, 116-118",75.875,,
"361-U1475C-8H-3, 125-127",75.965,,
"361-U1475C-8H-3, 135-137",76.065,,
"361-U1475C-8H-3, 145-147",76.165,,
"361-U1475C-8H-4, 5-7",76.265,,
"361-U1475C-8H-4, 15-17",76.365,,
"361-U1475C-8H-4, 25-27",76.465,,
"361-U1475C-8H-4, 35-37",76.565,,
"361-U1475C-8H-4, 45-47",76.665,,
"361-U1475C-8H-4, 55-57",76.765,,
"361-U1475C-8H-4, 65-67",76.865,,
"361-U1475C-8H-4, 75-77",76.965,,
"361-U1475C-8H-4, 85-87",77.065,,
"361-U1475C-8H-4, 95-97",77.165,,
"361-U1475C-8H-4, 101-102",77.22,,
"361-U1475C-8H-4, 105-107",77.265,,
"361-U1475C-8H-4, 116-118",77.375,,
"361-U1475C-8H-4, 125-127",77.465,,
"361-U1475C-8H-4, 135-137",77.565,,
"361-U1475C-8H-4, 145-147",77.665,,
"361-U1475C-8H-5, 6-8",77.775,,
"361-U1475C-8H-5, 15-17",77.865,,
"361-U1475C-8H-5, 25-27",77.965,,
"361-U1475C-8H-5, 35-37",78.065,,
"361-U1475C-8H-5, 47-49",78.185,,
"361-U1475C-8H-5, 56-58",78.275,,
"361-U1475C-8H-5, 65-67",78.365,,
"361-U1475C-8H-5, 76-78",78.475,,
"361-U1475C-8H-5, 85-87",78.565,,
"361-U1475C-8H-5, 95-97",78.665,,
"361-U1475C-8H-5, 105-107",78.765,,
"361-U1475C-8H-5, 116-118",78.875,,
"361-U1475C-8H-5, 125-127",78.965,,
"361-U1475C-8H-5, 135-137",79.065,,
"361-U1475C-8H-5, 145-147",79.165,,
"361-U1475C-8H-6, 5-7",79.265,,
"361-U1475C-8H-6, 15-17",79.365,,
"361-U1475C-8H-6, 24-26",79.455,,
"361-U1475C-8H-6, 35-37",79.565,,
"361-U1475C-8H-6, 46-48",79.675,,
"361-U1475C-8H-6, 55-57",79.765,,
"361-U1475B-9H-2, 145-147",79.829,,
"361-U1475B-9H-3, 4-6",79.919,,
"361-U1475B-9H-3, 14-16",80.019,,
"361-U1475B-9H-3, 24-26",80.119,,
"361-U1475B-9H-3, 34-36",80.219,,
"361-U1475B-9H-3, 43-45",80.309,,
"361-U1475B-9H-3, 54-56",80.419,,
"361-U1475B-9H-3, 64-66",80.519,,
"361-U1475B-9H-3, 74-76",80.619,,
"361-U1475B-9H-3, 84-86",80.719,,
"361-U1475B-9H-3, 94-96",80.819,,
"361-U1475B-9H-3, 104-106",80.919,,
"361-U1475B-9H-3, 113-115",81.009,,
"361-U1475B-9H-3, 124-126",81.119,,
"361-U1475B-9H-3, 134-136",81.219,,
"361-U1475B-9H-3, 144-146",81.319,,
"361-U1475B-9H-4, 4-6",81.419,,
"361-U1475B-9H-4, 12-14",81.499,,
"361-U1475B-9H-4, 24-26",81.619,,
"361-U1475B-9H-4, 34-36",81.719,,
"361-U1475B-9H-4, 43-45",81.809,,
"361-U1475B-9H-4, 54-56",81.919,,
"361-U1475B-9H-4, 64-66",82.019,,
"361-U1475B-9H-4, 74-76",82.119,,
"361-U1475B-9H-4, 84-86",82.219,,
"361-U1475B-9H-4, 94-96",82.319,,
"361-U1475B-9H-4, 104-106",82.419,,
"361-U1475B-9H-4, 112-114",82.499,,
"361-U1475B-9H-4, 124-126",82.619,,
"361-U1475B-9H-4, 134-136",82.719,,
"361-U1475B-9H-4, 144-146",82.819,,
"361-U1475B-9H-5, 4-6",82.919,,
"361-U1475B-9H-5, 8-10",82.959,,
"361-U1475B-9H-5, 12-14",82.999,,
"361-U1475B-9H-5, 16-18",83.039,,
"361-U1475B-9H-5, 20-22",83.079,,
"361-U1475B-9H-5, 24-26",83.119,,
"361-U1475B-9H-5, 28-30",83.159,,
"361-U1475B-9H-5, 32-34",83.199,,
"361-U1475B-9H-5, 36-38",83.239,,
"361-U1475B-9H-5, 42-44",83.299,,
"361-U1475B-9H-5, 48-50",83.359,,
"361-U1475B-9H-5, 52-54",83.399,,
"361-U1475B-9H-5, 56-58",83.439,,
"361-U1475B-9H-5, 64-66",83.519,,
"361-U1475B-9H-5, 68-70",83.559,,
"361-U1475B-9H-5, 72-74",83.599,,
"361-U1475B-9H-5, 76-78",83.639,,
"361-U1475B-9H-5, 80-82",83.679,,
"361-U1475B-9H-5, 84-86",83.719,,
"361-U1475B-9H-5, 88-90",83.759,,
"361-U1475B-9H-5, 92-94",83.799,,
"361-U1475B-9H-5, 96-98",83.839,,
"361-U1475B-9H-5, 100-102",83.879,,
"361-U1475B-9H-5, 104-106",83.919,,
"361-U1475B-9H-5, 108-110",83.959,,
"361-U1475B-9H-5, 112-114",83.999,,
"361-U1475B-9H-5, 116-118",84.039,,
"361-U1475B-9H-5, 120-122",84.079,,
"361-U1475B-9H-5, 124-126",84.119,,
"361-U1475B-9H-5, 128-130",84.159,,
"361-U1475B-9H-5, 132-134",84.199,,
"361-U1475B-9H-5, 136-138",84.239,,
"361-U1475B-9H-5, 140-142",84.279,,
"361-U1475B-9H-5, 144-146",84.319,,
"361-U1475B-9H-5, 148-150",84.359,,
"361-U1475B-9H-6, 0-2",84.379,,
"361-U1475B-9H-6, 4-6",84.419,,
"361-U1475B-9H-6, 8-10",84.459,,
"361-U1475B-9H-6, 12-14",84.499,,
"361-U1475B-9H-6, 16-18",84.539,,
"361-U1475B-9H-6, 24-26",84.619,,
"361-U1475B-9H-6, 28-30",84.659,,
"361-U1475C-9H-3, 83-85",84.711,,
"361-U1475C-9H-3, 87-89",84.751,,
"361-U1475C-9H-3, 91-93",84.791,,
"361-U1475C-9H-3, 95-97",84.831,,
"361-U1475C-9H-3, 99-101",84.871,,
"361-U1475C-9H-3, 103-105",84.911,,
"361-U1475C-9H-3, 107-109",84.951,,
"361-U1475C-9H-3, 111-113",84.991,,
"361-U1475C-9H-3, 115-117",85.031,,
"361-U1475C-9H-3, 119-121",85.071,,
"361-U1475C-9H-3, 123-125",85.111,,
"361-U1475C-9H-3, 127-129",85.151,,
"361-U1475C-9H-3, 131-133",85.191,,
"361-U1475C-9H-3, 135-137",85.231,,
"361-U1475C-9H-3, 139-141",85.271,,
"361-U1475C-9H-3, 143-145",85.311,,
"361-U1475C-9H-3, 147-149",85.351,,
"361-U1475C-9H-4, 3-5",85.411,,
"361-U1475C-9H-4, 7-9",85.451,,
"361-U1475C-9H-4, 11-13",85.491,,
"361-U1475C-9H-4, 15-17",85.531,,
"361-U1475C-9H-4, 19-21",85.571,,
"361-U1475C-9H-4, 23-25",85.611,,
"361-U1475C-9H-4, 27-29",85.651,,
"361-U1475C-9H-4, 31-33",85.691,,
"361-U1475C-9H-4, 35-37",85.731,,
"361-U1475C-9H-4, 39-41",85.771,,
"361-U1475C-9H-4, 43-45",85.811,,
"361-U1475C-9H-4, 47-49",85.851,,
"361-U1475C-9H-4, 51-53",85.891,,
"361-U1475C-9H-4, 55-57",85.931,,
"361-U1475C-9H-4, 59-61",85.971,,
"361-U1475C-9H-4, 63-65",86.011,,
"361-U1475C-9H-4, 67-69",86.051,,
"361-U1475C-9H-4, 71-73",86.091,,
"361-U1475C-9H-4, 75-77",86.131,,
"361-U1475C-9H-4, 79-81",86.171,,
"361-U1475C-9H-4, 83-85",86.211,,
"361-U1475C-9H-4, 87-89",86.251,,
"361-U1475C-9H-4, 91-93",86.291,,
"361-U1475C-9H-4, 95-97",86.331,,
"361-U1475C-9H-4, 99-101",86.371,,
"361-U1475C-9H-4, 103-105",86.411,,
"361-U1475C-9H-4, 107-109",86.451,,
"361-U1475C-9H-4, 111-113",86.491,,
"361-U1475C-9H-4, 115-117",86.531,,
"361-U1475C-9H-4, 119-121",86.571,,
"361-U1475C-9H-4, 123-125",86.611,,
"361-U1475C-9H-4, 127-129",86.651,,
"361-U1475C-9H-4, 131-133",86.691,,
"361-U1475C-9H-4, 135-137",86.731,,
"361-U1475C-9H-4, 139-141",86.771,,
"361-U1475C-9H-4, 143-145",86.811,,
"361-U1475C-9H-4, 147-149",86.851,,
"361-U1475C-9H-5, 2-4",86.901,,
"361-U1475C-9H-5, 6-8",86.941,,
"361-U1475C-9H-5, 10-12",86.981,,
"361-U1475C-9H-5, 14-16",87.021,,
"361-U1475C-9H-5, 18-20",87.061,,
"361-U1475C-9H-5, 22-24",87.101,,
"361-U1475C-9H-5, 26-28",87.141,,
"361-U1475C-9H-5, 30-32",87.181,,
"361-U1475C-9H-5, 34-36",87.221,,
"361-U1475C-9H-5, 38-40",87.261,,
"361-U1475C-9H-5, 42-44",87.301,,
"361-U1475C-9H-5, 46-48",87.341,,
"361-U1475C-9H-5, 50-52",87.381,,
"361-U1475C-9H-5, 54-56",87.421,,
"361-U1475C-9H-5, 58-60",87.461,,
"361-U1475C-9H-5, 62-64",87.501,,
"361-U1475C-9H-5, 66-68",87.541,,
"361-U1475C-9H-5, 70-72",87.581,,
"361-U1475C-9H-5, 74-76",87.621,,
"361-U1475C-9H-5, 78-80",87.661,,
"361-U1475C-9H-5, 82-84",87.701,,
"361-U1475C-9H-5, 86-88",87.741,,
"361-U1475C-9H-5, 90-92",87.781,,
"361-U1475C-9H-5, 94-96",87.821,,
"361-U1475C-9H-5, 98-100",87.861,,
"361-U1475C-9H-5, 102-104",87.901,,
"361-U1475C-9H-5, 106-108",87.941,,
"361-U1475C-9H-5, 110-112",87.981,,
"361-U1475C-9H-5, 114-116",88.021,,
"361-U1475C-9H-5, 118-120",88.061,,
"361-U1475C-9H-5, 122-124",88.101,,
"361-U1475C-9H-5, 126-128",88.141,,
"361-U1475C-9H-5, 130-132",88.181,,
"361-U1475C-9H-5, 134-136",88.221,,
"361-U1475C-9H-5, 138-140",88.261,,
"361-U1475C-9H-5, 142-144",88.301,,
"361-U1475C-9H-5, 146-148",88.341,,
"361-U1475C-9H-6, 4-6",88.421,,
"361-U1475C-9H-6, 8-10",88.461,,
"361-U1475C-9H-6, 12-14",88.501,,
"361-U1475C-9H-6, 16-18",88.541,,
"361-U1475C-9H-6, 20-22",88.581,,
"361-U1475C-9H-6, 24-26",88.621,,
"361-U1475C-9H-6, 28-30",88.661,,
"361-U1475C-9H-6, 32-34",88.701,,
"361-U1475C-9H-6, 36-38",88.741,,
"361-U1475C-9H-6, 44-46",88.821,,
"361-U1475C-9H-6, 48-49",88.856,,
"361-U1475C-9H-6, 52-54",88.901,,
"361-U1475C-9H-6, 56-58",88.941,,
"361-U1475C-9H-6, 60-62",88.981,,
"361-U1475C-9H-6, 64-66",89.021,,
"361-U1475C-9H-6, 68-70",89.061,,
"361-U1475C-9H-6, 72-74",89.101,,
"361-U1475C-9H-6, 76-78",89.141,,
"361-U1475C-9H-6, 80-82",89.181,,
"361-U1475C-9H-6, 84-86",89.221,,
"361-U1475B-10H-2, 94-96",89.275,,
"361-U1475B-10H-2, 98-100",89.315,,
"361-U1475B-10H-2, 102-104",89.355,,
"361-U1475B-10H-2, 106-108",89.395,,
"361-U1475B-10H-2, 110-112",89.435,,
"361-U1475B-10H-2, 114-116",89.475,,
"361-U1475B-10H-2, 118-120",89.515,,
"361-U1475B-10H-2, 122-124",89.555,,
"361-U1475B-10H-2, 126-128",89.595,,
"361-U1475B-10H-2, 130-132",89.635,,
"361-U1475B-10H-2, 134-136",89.675,,
"361-U1475B-10H-2, 138-140",89.715,,
"361-U1475B-10H-2, 142-144",89.755,,
"361-U1475B-10H-2, 146-148",89.795,,
"361-U1475B-10H-3, 4-6",89.875,,
"361-U1475B-10H-3, 8-10",89.915,,
"361-U1475B-10H-3, 12-14",89.955,,
"361-U1475B-10H-3, 16-18",89.995,,
"361-U1475B-10H-3, 20-22",90.035,,
"361-U1475B-10H-3, 24-26",90.075,,
"361-U1475B-10H-3, 28-30",90.115,,
"361-U1475B-10H-3, 32-34",90.155,,
"361-U1475B-10H-3, 36-38",90.195,,
"361-U1475B-10H-3, 40-42",90.235,,
"361-U1475B-10H-3, 44-46",90.275,,
"361-U1475B-10H-3, 48-50",90.315,,
"361-U1475B-10H-3, 52-54",90.355,,
"361-U1475B-10H-3, 56-58",90.395,,
"361-U1475B-10H-3, 60-62",90.435,,
"361-U1475B-10H-3, 64-66",90.475,,
"361-U1475B-10H-3, 68-70",90.515,,
"361-U1475B-10H-3, 72-74",90.555,,
"361-U1475B-10H-3, 76-78",90.595,,
"361-U1475B-10H-3, 80-82",90.635,,
"361-U1475B-10H-3, 84-86",90.675,,
"361-U1475B-10H-3, 88-90",90.715,,
"361-U1475B-10H-3, 92-94",90.755,,
"361-U1475B-10H-3, 96-98",90.795,,
"361-U1475B-10H-3, 100-102",90.835,,
"361-U1475B-10H-3, 104-106",90.875,,
"361-U1475E-10H-1, 98-100",90.919,,
"361-U1475E-10H-1, 102-104",90.959,,
"361-U1475E-10H-1, 106-108",90.999,,
"361-U1475E-10H-1, 110-112",91.039,,
"361-U1475E-10H-1, 114-116",91.079,,
"361-U1475E-10H-1, 118-120",91.119,,
"361-U1475E-10H-1, 122-124",91.159,,
"361-U1475E-10H-1, 126-128",91.199,,
"361-U1475E-10H-1, 130-132",91.239,,
"361-U1475E-10H-1, 134-136",91.279,,
"361-U1475E-10H-1, 138-140",91.319,,
"361-U1475E-10H-1, 142-144",91.359,,
"361-U1475E-10H-1, 146-148",91.399,,
"361-U1475E-10H-2, 0-2",91.439,,
"361-U1475E-10H-2, 4-6",91.479,,
"361-U1475E-10H-2, 8-10",91.519,,
"361-U1475E-10H-2, 12-14",91.559,,
"361-U1475E-10H-2, 16-18",91.599,,
"361-U1475E-10H-2, 20-22",91.639,,
"361-U1475E-10H-2, 24-26",91.679,,
"361-U1475E-10H-2, 28-30",91.719,,
"361-U1475E-10H-2, 32-34",91.759,,
"361-U1475E-10H-2, 36-38",91.799,,
"361-U1475E-10H-2, 40-42",91.839,,
"361-U1475E-10H-2, 44-46",91.879,,
"361-U1475E-10H-2, 48-50",91.919,,
"361-U1475E-10H-2, 52-54",91.959,,
"361-U1475E-10H-2, 56-58",91.999,,
"361-U1475E-10H-2, 60-62",92.039,,
"361-U1475E-10H-2, 64-66",92.079,,
"361-U1475E-10H-2, 68-70",92.119,,
"361-U1475E-10H-2, 72-74",92.159,,
"361-U1475E-10H-2, 76-78",92.199,,
"361-U1475E-10H-2, 80-82",92.239,,
"361-U1475E-10H-2, 84-86",92.279,,
"361-U1475E-10H-2, 88-90",92.319,,
"361-U1475E-10H-2, 92-94",92.359,,
"361-U1475E-10H-2, 96-98",92.399,,
"361-U1475E-10H-2, 100-102",92.439,,
"361-U1475E-10H-2, 104-106",92.479,,
"361-U1475E-10H-2, 108-110",92.519,,
"361-U1475E-10H-2, 112-114",92.559,,
"361-U1475E-10H-2, 116-118",92.599,,
"361-U1475E-10H-2, 120-122",92.639,,
"361-U1475E-10H-2, 124-126",92.679,,
"361-U1475E-10H-2, 128-130",92.719,,
"361-U1475E-10H-2, 132-134",92.759,,
"361-U1475E-10H-2, 136-138",92.799,,
"361-U1475E-10H-2, 140-142",92.839,,
"361-U1475E-10H-2, 144-146",92.879,,
"361-U1475E-10H-2, 148-150",92.919,,
"361-U1475E-10H-3, 2-4",92.959,,
"361-U1475E-10H-3, 6-8",92.999,,
"361-U1475E-10H-3, 10-12",93.039,,
"361-U1475E-10H-3, 14-16",93.079,,
"361-U1475E-10H-3, 18-20",93.119,,
"361-U1475E-10H-3, 22-24",93.159,,
"361-U1475E-10H-3, 26-28",93.199,,
"361-U1475E-10H-3, 30-32",93.239,,
"361-U1475E-10H-3, 34-36",93.279,,
"361-U1475E-10H-3, 38-40",93.319,,
"361-U1475E-10H-3, 42-44",93.359,,
"361-U1475E-10H-3, 46-48",93.399,,
"361-U1475E-10H-3, 50-52",93.439,,
"361-U1475E-10H-3, 54-56",93.479,,
"361-U1475E-10H-3, 58-60",93.519,,
"361-U1475E-10H-3, 62-64",93.559,,
"361-U1475E-10H-3, 66-68",93.599,,
"361-U1475E-10H-3, 70-72",93.639,,
"361-U1475E-10H-3, 74-76",93.679,,
"361-U1475E-10H-3, 78-80",93.719,,
"361-U1475E-10H-3, 82-84",93.759,,
"361-U1475E-10H-3, 86-88",93.799,,
"361-U1475E-10H-3, 90-92",93.839,,
"361-U1475E-10H-3, 94-96",93.879,,
"361-U1475E-10H-3, 98-100",93.919,,
"361-U1475E-10H-3, 102-104",93.959,,
"361-U1475E-10H-3, 106-108",93.999,,
"361-U1475E-10H-3, 110-112",94.039,,
"361-U1475E-10H-3, 114-116",94.079,,
"361-U1475E-10H-3, 118-120",94.119,,
"361-U1475E-10H-3, 122-124",94.159,,
"361-U1475E-10H-3, 126-128",94.199,,
"361-U1475E-10H-3, 130-132",94.239,,
"361-U1475E-10H-3, 134-136",94.279,,
"361-U1475E-10H-3, 138-140",94.319,,
"361-U1475E-10H-3, 142-144",94.359,,
"361-U1475E-10H-3, 146-148",94.399,,
"361-U1475E-10H-4, 0-2",94.439,,
"361-U1475E-10H-4, 4-6",94.479,,
"361-U1475E-10H-4, 8-10",94.519,,
"361-U1475E-10H-4, 12-14",94.559,,
"361-U1475E-10H-4, 16-18",94.599,,
"361-U1475E-10H-4, 20-22",94.639,,
"361-U1475E-10H-4, 24-26",94.679,,
"361-U1475E-10H-4, 28-30",94.719,,
"361-U1475E-10H-4, 32-34",94.759,,
"361-U1475E-10H-4, 36-38",94.799,,
"361-U1475E-10H-4, 40-42",94.839,,
"361-U1475E-10H-4, 44-46",94.879,,
"361-U1475E-10H-4, 48-50",94.919,,
"361-U1475E-10H-4, 52-54",94.959,,
"361-U1475E-10H-4, 56-58",94.999,,
"361-U1475E-10H-4, 60-62",95.039,,
"361-U1475E-10H-4, 64-66",95.079,,
"361-U1475E-10H-4, 68-70",95.119,,
"361-U1475E-10H-4, 72-74",95.159,,
"361-U1475E-10H-4, 76-78",95.199,,
"361-U1475E-10H-4, 80-82",95.239,,
"361-U1475E-10H-4, 84-86",95.279,,
"361-U1475E-10H-4, 88-90",95.319,,
"361-U1475E-10H-4, 92-94",95.359,,
"361-U1475E-10H-4, 96-98",95.399,,
"361-U1475E-10H-4, 100-102",95.439,,
"361-U1475E-10H-4, 104-106",95.479,,
"361-U1475E-10H-4, 108-110",95.519,,
"361-U1475E-10H-4, 112-114",95.559,,
"361-U1475E-10H-4, 116-118",95.599,,
"361-U1475E-10H-4, 120-122",95.639,,
"361-U1475E-10H-4, 124-126",95.679,,
"361-U1475E-10H-4, 128-130",95.719,,
"361-U1475E-10H-4, 132-134",95.759,,
"361-U1475E-10H-4, 136-138",95.799,,
"361-U1475E-10H-4, 140-142",95.839,,
"361-U1475E-10H-4, 144-146",95.879,,
"361-U1475E-10H-4, 148-150",95.919,,
"361-U1475E-10H-5, 2-4",95.959,,
"361-U1475E-10H-5, 6-8",95.999,,
"361-U1475E-10H-5, 10-12",96.039,,
"361-U1475E-10H-5, 14-16",96.079,,
"361-U1475E-10H-5, 18-20",96.119,,
"361-U1475E-10H-5, 22-24",96.159,,
"361-U1475E-10H-5, 26-28",96.199,,
"361-U1475E-10H-5, 30-32",96.239,,
"361-U1475E-10H-5, 34-36",96.279,,
"361-U1475E-10H-5, 38-40",96.319,,
"361-U1475E-10H-5, 42-44",96.359,,
"361-U1475E-10H-5, 46-48",96.399,,
"361-U1475E-10H-5, 50-52",96.439,,
"361-U1475E-10H-5, 54-56",96.479,,
"361-U1475E-10H-5, 58-60",96.519,,
"361-U1475E-10H-5, 62-64",96.559,,
"361-U1475E-10H-5, 66-68",96.599,,
"361-U1475E-10H-5, 70-72",96.639,,
"361-U1475E-10H-5, 74-76",96.679,,
"361-U1475E-10H-5, 78-80",96.719,,
"361-U1475E-10H-5, 82-84",96.759,,
"361-U1475E-10H-5, 86-88",96.799,,
"361-U1475E-10H-5, 90-92",96.839,,
"361-U1475E-10H-5, 94-96",96.879,,
"361-U1475E-10H-5, 98-100",96.919,,
"361-U1475E-10H-5, 102-104",96.959,,
"361-U1475E-10H-5, 106-108",96.999,,
"361-U1475E-10H-5, 110-112",97.039,,
"361-U1475E-10H-5, 114-116",97.079,,
"361-U1475E-10H-5, 118-120",97.119,,
"361-U1475E-10H-5, 122-124",97.159,,
"361-U1475E-10H-5, 126-128",97.199,,
"361-U1475E-10H-5, 130-132",97.239,,
"361-U1475E-10H-5, 134-136",97.279,,
"361-U1475E-10H-5, 138-140",97.319,,
"361-U1475E-10H-5, 142-144",97.359,,
"361-U1475E-10H-5, 146-148",97.399,,
"361-U1475E-10H-6, 0-2",97.439,,
"361-U1475E-10H-6, 4-6",97.479,,
"361-U1475E-10H-6, 8-10",97.519,,
"361-U1475E-10H-6, 12-14",97.559,,
"361-U1475E-10H-6, 16-18",97.599,,
"361-U1475E-10H-6, 20-22",97.639,,
"361-U1475E-10H-6, 24-26",97.679,,
"361-U1475E-10H-6, 28-30",97.719,,
"361-U1475E-10H-6, 32-34",97.759,,
"361-U1475E-10H-6, 36-38",97.799,,
"361-U1475E-10H-6, 44-46",97.879,,
"361-U1475E-10H-6, 48-50",97.919,,
"361-U1475E-10H-6, 52-54",97.959,,
"361-U1475E-10H-6, 56-58",97.999,,
"361-U1475E-10H-6, 64-66",98.079,,
"361-U1475E-10H-6, 68-70",98.119,,
"361-U1475E-10H-6, 72-74",98.159,,
"361-U1475E-10H-6, 76-78",98.199,,
"361-U1475E-10H-6, 80-82",98.239,,
"361-U1475E-10H-6, 84-86",98.279,,
"361-U1475E-10H-6, 88-90",98.319,,
"361-U1475E-10H-6, 92-94",98.359,,
"361-U1475E-10H-6, 96-98",98.399,,
"361-U1475C-10H-5, 4-6",98.411,,
"361-U1475C-10H-5, 8-10",98.451,,
"361-U1475C-10H-5, 12-14",98.491,,
"361-U1475C-10H-5, 16-18",98.531,,
"361-U1475C-10H-5, 20-22",98.571,,
"361-U1475C-10H-5, 24-26",98.611,,
"361-U1475C-10H-5, 28-30",98.651,,
"361-U1475C-10H-5, 32-34",98.691,,
"361-U1475C-10H-5, 36-38",98.731,,
"361-U1475C-10H-5, 40-42",98.771,,
"361-U1475C-10H-5, 44-46",98.811,,
"361-U1475C-10H-5, 48-50",98.851,,
"361-U1475C-10H-5, 52-54",98.891,,
"361-U1475C-10H-5, 56-58",98.931,,
"361-U1475C-10H-5, 64-66",99.011,,
"361-U1475C-10H-5, 68-70",99.051,,
"361-U1475C-10H-5, 72-74",99.091,,
"361-U1475C-10H-5, 76-78",99.131,,
"361-U1475C-10H-5, 80-82",99.171,,
"361-U1475C-10H-5, 84-86",99.211,,
"361-U1475C-10H-5, 88-90",99.251,,
"361-U1475C-10H-5, 92-94",99.291,,
"361-U1475C-10H-5, 96-98",99.331,,
"361-U1475C-10H-5, 100-102",99.371,,
"361-U1475C-10H-5, 104-106",99.411,,
"361-U1475C-10H-5, 108-110",99.451,,
"361-U1475C-10H-5, 112-114",99.491,,
"361-U1475C-10H-5, 116-118",99.531,,
"361-U1475C-10H-5, 120-122",99.571,,
"361-U1475C-10H-5, 124-126",99.611,,
"361-U1475C-10H-5, 128-130",99.651,,
"361-U1475C-10H-5, 132-134",99.691,,
"361-U1475C-10H-5, 136-138",99.731,,
"361-U1475C-10H-5, 140-142",99.771,,
"361-U1475C-10H-5, 144-146",99.811,,
"361-U1475C-10H-5, 148-150",99.851,,
"361-U1475C-10H-6, 2-4",99.891,,
"361-U1475C-10H-6, 6-8",99.931,,
"361-U1475C-10H-6, 10-12",99.971,,
"361-U1475C-10H-6, 14-16",100.011,,
"361-U1475C-10H-6, 18-20",100.051,,
"361-U1475C-10H-6, 22-24",100.091,,
"361-U1475C-10H-6, 26-28",100.131,,
"361-U1475C-10H-6, 30-32",100.171,,
"361-U1475C-10H-6, 34-36",100.211,,
"361-U1475C-10H-6, 38-40",100.251,,
"361-U1475C-10H-6, 42-44",100.291,,
"361-U1475C-10H-6, 46-48",100.331,,
"361-U1475C-10H-6, 50-52",100.371,,
"361-U1475C-10H-6, 54-56",100.411,,
"361-U1475C-10H-6, 58-60",100.451,,
"361-U1475C-10H-6, 62-64",100.491,,
"361-U1475C-10H-6, 66-68",100.531,,
"361-U1475C-10H-6, 70-72",100.571,,
"361-U1475C-10H-6, 74-76",100.611,,
"361-U1475C-10H-6, 78-80",100.651,,
"361-U1475C-10H-6, 82-84",100.691,,
"361-U1475C-10H-6, 86-88",100.731,,
"361-U1475C-10H-6, 91-92",100.776,,
"361-U1475C-10H-6, 94-96",100.811,,
"361-U1475C-10H-6, 98-100",100.851,,
"361-U1475C-10H-6, 102-104",100.891,,
"361-U1475C-10H-6, 106-108",100.931,,
"361-U1475C-10H-6, 110-112",100.971,,
"361-U1475C-10H-6, 114-116",101.011,,
"361-U1475C-10H-6, 118-120",101.051,,
"361-U1475C-10H-7, 0-2",101.081,,
"361-U1475C-10H-7, 10-12",101.181,,
"361-U1475C-10H-7, 20-22",101.281,,
"361-U1475C-10H-7, 30-32",101.381,,
"361-U1475C-10H-7, 40-42",101.481,,
"361-U1475B-11H-3, 51-53",101.551,,
"361-U1475B-11H-3, 61-63",101.651,,
"361-U1475B-11H-3, 71-73",101.751,,
"361-U1475B-11H-3, 81-83",101.851,,
"361-U1475B-11H-3, 91-93",101.951,,
"361-U1475B-11H-3, 102-104",102.061,,
"361-U1475B-11H-3, 111-113",102.151,,
"361-U1475B-11H-3, 121-123",102.251,,
"361-U1475B-11H-3, 131-133",102.351,,
"361-U1475B-11H-3, 141-143",102.451,,
"361-U1475B-11H-4, 1-3",102.551,,
"361-U1475B-11H-4, 11-13",102.651,,
"361-U1475B-11H-4, 21-23",102.751,,
"361-U1475B-11H-4, 31-33",102.851,,
"361-U1475B-11H-4, 41-43",102.951,,
"361-U1475B-11H-4, 51-53",103.051,,
"361-U1475B-11H-4, 61-63",103.151,,
"361-U1475B-11H-4, 71-73",103.251,,
"361-U1475B-11H-4, 81-83",103.351,,
"361-U1475B-11H-4, 91-93",103.451,,
"361-U1475B-11H-4, 102-104",103.561,,
"361-U1475B-11H-4, 111-113",103.651,,
"361-U1475B-11H-4, 122-124",103.761,,
"361-U1475B-11H-4, 131-133",103.851,,
"361-U1475B-11H-4, 141-143",103.951,,