MIS,c18O,c13C,SS,SS_dp,AIS_db,gast,SST_1090,RSL,u1540,u1541,age_d18O,g_ig
1.0,2.9249976207823267,0.7329308730723595,-1.6807624667046874,1.5887423222234265,24.93083331406331,0.12815765048054464,14.467603491066912,2.7908577019005123,0.4685868247661871,0.31283221971170666,7.269166666666668,IG
2.0,4.553123616453786,-0.032620634702755065,3.7261630219506623,-2.9041185643725522,30.6,-6.257549928075667,8.312629361101239,-120.35855745268705,-3.0242206708897212,-2.6182406126599194,21.269166666666667,G
3.0,3.847417287654397,0.4555512938838908,1.2487116339895652,-1.2887672404014623,28.6,-4.805466504823083,9.916402867754453,-55.7497748271226,-2.0666886274378453,-1.775542958187255,42.26916666666666,IG
4.0,4.199448406483149,-0.10475741720290759,9.528111752807247,-3.444613700701699,29.1,-6.068099030716337,8.155420786741344,-76.66530584553577,-2.5290450267043836,-1.948074499541089,63.26916666666666,G
5.0,2.6134318439091575,0.6463868371893806,-3.5252939237255645,0.9500627407228006,24.8,1.9389237798872647,16.95314484798308,-1.3772683391421885,1.193089882029969,0.8765228819295353,100.26916666666666,IG
6.0,4.479263386143161,-0.46466812649754496,3.863385421662956,-3.450542555913221,30.7,-5.7979926974502005,6.018440646567432,-96.49589393524286,-3.1026631943853493,-2.869259591659495,160.26916666666668,G
7.0,3.019877607774189,0.4645675068963743,-2.167806556311203,-1.5140052449920043,22.669166685196682,-0.5609092587604131,12.587635197193825,-0.18198269642921083,0.36579117348795936,-0.05848967843775252,216.26916666666668,IG
8.0,4.220340438797986,-0.6310769152670721,0.6296528045567406,-2.9136069079214186,29.4,-5.270622978622419,5.183241479287081,-66.38519344804159,-2.765450095263586,-3.2331796556015893,271.26916666666665,G
9.0,2.7309793411153547,0.30813737083680204,-3.7076499923340887,2.1551887951286535,24.3,0.2775664348251345,14.27421786215803,14.330274931060202,0.37295061093775056,1.4583856645415052,318.26916666666665,IG
10.0,4.516327390439797,-0.47548686819507946,3.718547170137211,-1.667721958143724,30.2,-6.101562261118763,7.6821475669811194,-88.32131041884048,-2.253058182508232,-1.9742933958753164,355.26916666666665,G
11.0,2.704738022451775,0.9178905104061468,-4.424014508569886,1.0327861428210274,25.2,0.5242574427139031,13.865266202219951,20.9611814745329,4.332597565822619,4.301173215015208,399.26916666666665,IG
12.0,4.850329630982762,-0.4924924763059191,4.2062310279248845,-2.635497475406462,31.4,-6.150712160209423,4.433662732077943,-109.03432671786477,-2.9226465296343593,-2.362699431046324,451.26916666666665,G
13.0,3.269161970484704,0.9697378881035315,-2.7107116928052704,-0.9750208442527785,25.0,-1.9817721968796025,10.189786352769994,-11.216839762757115,0.9186579843892972,3.1044698133501534,505.26916666666665,IG
14.0,4.2594375577099965,0.014822525346824515,5.432634829274652,-2.7599037789243637,29.2,-5.1665278010048725,6.82217273798873,-69.25492534985312,-2.7191087324817333,-2.593474653706125,547.2691666666667,G
15.0,2.857985369411425,0.6697702424311068,-0.7428652018495978,2.1222522019434615,24.6,-0.6913703095051361,11.751038452209631,-3.20924461839613,-0.7995742745873938,0.3011424114696111,591.2691666666667,IG
16.0,4.618132869770757,-0.4401972582893729,5.178439197326354,-2.8434668157221927,31.4,-4.843236069278401,6.452813587913203,-85.38000193414815,-2.4254923136117292,-2.1698675912024212,648.2691666666667,G
17.0,3.198659338915528,0.6216218703070414,-1.9204213683773301,0.9805942114571233,24.4,-1.1702142906393806,11.118010793190988,-31.03251756768584,1.4535925373870968,2.6311509567302926,694.2691666666667,IG
18.0,4.182585853635457,-0.2779245787619553,3.8837413683774753,-2.799905428552119,29.4,-5.774997160421291,4.970248608744807,-68.27268173792147,-2.575171162439167,-1.970319945278559,736.2691666666666,G
19.0,3.003865491883402,0.5136713002895135,-1.980133125344672,2.0465875193386247,25.9,-1.937944259024129,10.313887941299972,-9.063306204584736,3.0571703435309066,3.4610163838830625,775.2691666666667,IG
20.0,4.432128917361609,-0.41729642129261635,2.6663873239835776,-1.135495467772901,29.7,-7.202731355500764,5.613695394388924,-71.51462143858758,-2.5424004473473674,-1.7912944311007999,802.2691666666666,G
21.0,2.945139797241336,0.4449771379226348,-2.226315361355494,1.8858605276704714,25.7,-1.5861717696560027,10.527243854393339,-4.554798914322497,1.0177433739322659,2.744435533325293,840.2691666666667,IG
22.0,4.358667804600168,-0.5992062913723768,1.9999423254642086,-2.6114132903533,29.6,-5.592720174678782,6.104232503356995,-77.85485190088049,-2.324832906093762,-1.6021190443814488,883.2691666666667,G
23.0,3.68563393020854,-0.0776907865468049,1.9692000257853288,-0.7188065208647441,27.6,-4.024766719366473,9.973552597914116,-37.40435923671281,-1.0313211630451724,-0.38416245854947056,908.2691666666667,IG
24.0,4.155073253719171,-0.5555182902963278,6.041872634387766,-2.2730543997833648,28.3,-6.350341190797595,6.953471060180571,-62.35011840160791,-2.250175544122521,-2.0367544579397685,926.2691666666667,G
25.0,2.788745604531198,0.42235553899800804,-4.131137921766515,0.2824361960264961,23.6,0.4526494756968636,14.089691696408424,12.183396373730863,-0.29632949600549235,0.28732264045629363,947.2691666666668,IG
26.0,3.9223764198013074,-0.35678783829097965,-0.32346255724777445,-2.321507251246977,27.2,-4.282480151990595,6.900100474143457,-41.728438422457536,-1.8455121785962354,-0.35098163145949735,964.2691666666666,G
27.0,3.446807440179074,0.370105639578545,-1.2292855417464559,-0.9846432616975951,26.4,-2.461137939763196,12.499455621855851,-13.542904961150542,0.43247038031692503,0.6289289128899396,976.2691666666666,IG
28.0,3.9113475043082038,-0.15925436093106707,-0.8946505860594309,-2.693091695622324,27.5,-4.270455769070711,7.289539732683237,-45.60905586067137,-1.0137160789230406,-0.3458530598466226,998.2691666666667,G
29.0,3.2791308790466016,0.590116696938459,-2.4650653356286654,1.3998482812126354,27.0,-1.4660742916475926,11.968284146683965,-11.78043257590473,1.1681265158823353,1.3831216001734552,1022.2691666666667,IG
30.0,3.962734602970707,-0.34977543101778247,6.117465512152114,-3.0251536211812855,27.8,-5.357284069536126,5.997707294061175,-58.66842794155114,-1.7529863952780644,-1.0235999070284898,1046.2691666666667,G
31.0,2.7901190549915635,0.692345976030595,-5.031596710843021,0.21594266168574686,23.1,-0.5732209687710518,12.343608023053399,27.06832222796479,1.9513479693633469,2.2175294864316766,1071.2691666666667,IG
32.0,3.831476042445564,-0.1447243912339388,1.6298483297374005,-3.3544572127059595,27.5,-3.677629238346352,5.385086072572106,-49.07487726721694,-0.8115251973335033,0.321403704408401,1092.2691666666667,G
33.0,3.1680646526642753,0.5026500658514678,0.05460756374546895,-1.0506219599140179,27.1,-2.901595787531645,9.178017096765503,-20.607175416228763,0.4023057667374064,0.2375272967395114,1109.2691666666667,IG
34.0,4.1091018084667255,-0.25032315053380233,4.064876472867439,-2.6689081056500275,28.5,-6.010987237756477,2.7329250289847837,-56.45536854347442,-1.543134194417736,-1.1481171698419834,1127.2691666666667,G
35.0,3.092685360348231,0.7662855849706858,-1.2402094146254192,0.7326196242770329,25.5,-1.0138948816414277,10.124441545482588,0.3291678328450131,-0.6114190152582806,0.5737347321247389,1165.2691666666667,IG
36.0,4.070613721659437,-0.21721615703358096,3.2144888189533245,-2.3587998071243166,27.9,-3.915774248653419,5.924535108847375,-39.55619249506618,-1.6401980423233982,-1.6376458392953046,1202.2691666666667,G
37.0,2.834865512545359,0.6888491653423094,-0.7810764734913997,0.45380896995295505,24.5,-0.3788147117261836,11.889338493744074,2.2479339139596557,-0.6244509007313742,-0.4244890096918872,1229.2691666666667,IG
38.0,4.134597852491784,-0.5823426571344983,6.6010993191671465,-3.273723603582286,27.5,-6.215275325677905,4.055974241764107,-59.58416227561975,-2.3859498081361448,-2.691570021166746,1254.2691666666667,G
39.0,3.131952473644863,0.5571944480043001,-0.8251764891052749,-0.21774717397848975,26.0,-2.3017378347276143,9.495510778395046,-10.999613552663096,-1.2208653248897348,-1.3035436398052251,1275.2691666666667,IG
40.0,3.9675106350479883,-0.15212178698463646,4.774971731015603,-2.5231181469656945,27.7,-4.323144709979521,7.82941548574052,-49.33800375601336,-2.74647287901579,-2.875392196730512,1295.2691666666667,G
41.0,3.0870900402405836,0.5402470510219697,-0.5649989918295052,0.4792161411858604,26.9,-0.3839955743789977,9.887790291648082,-12.943080161764835,-1.778249115525584,-1.1653559328327077,1312.2691666666667,IG
42.0,3.8955025751684262,-0.3103729147241203,3.023692034445954,-3.242255643813689,27.4,-2.986358949953807,8.754753472274368,-38.421314890685025,-2.791353727459897,-2.355272271369643,1332.2691666666667,G
43.0,2.746736029228987,0.7200532727401564,-1.752039713869366,0.050163674678529994,25.0,0.7023326524778626,11.48661337513665,4.996800449630926,-0.2610543398677485,0.4671004520770637,1353.2691666666667,IG
44.0,3.881200886034869,-0.13454465758999357,3.0640029826799418,-3.0158301489569976,27.3,-4.378683219353838,8.84558802309053,-42.769592732865206,-2.1062618020075297,-2.0937631001367207,1372.2691666666667,G
45.0,2.922936162725062,0.7285247359405451,0.3685138480636005,-2.951319403736334,26.5,-1.2284001938964042,11.172553180435818,-1.29357815503522,-0.8264281323825265,-0.8036190403563562,1393.2691666666667,IG
46.0,3.8107404116508095,-0.263407412814791,2.2914189443828543,-2.957147747972646,27.3,-2.906619685642583,7.772218536350176,-46.11922599523261,-1.4417155826451398,-1.56627589458877,1414.2691666666667,G
47.0,2.7922161301810617,0.6302219534004462,-1.4726151930752733,-2.9563059919645505,22.9,-0.2010940895697244,12.787129038623421,16.762925093762103,0.22128448738947218,0.7416370571576393,1438.2691666666667,IG
48.0,3.8486329520575104,-0.1549089757648586,2.3666236226717583,-2.956406234334983,27.2,-2.228332053357701,11.507808569174195,-50.67128163710049,-3.0702140466839256,-2.559987972636325,1460.2691666666667,G
49.0,2.8755348353110324,0.7844062979790211,-4.042799277724288,-2.956397499383465,22.76916668056676,0.6433693448830708,12.06697878009048,8.029369372191347,-1.1693134161262435,-0.8181691194537363,1480.2691666666667,IG
50.0,3.8208078015621356,0.24178648837935315,2.877464046706723,-2.9564001321657423,27.6,-1.799948952466605,10.07931693478166,-49.21901877093545,-2.7096057286854043,-2.468885057739859,1501.2691666666667,G
51.0,3.190842574068175,0.7226487333749587,-0.6096645353040903,-2.9563999638808665,27.1,-0.3127574800762865,11.80312588908641,-6.443071047877231,-1.3401226180018493,-1.3095616091179678,1520.2691666666667,IG
52.0,4.1046342185734215,-0.02881481073630099,2.3011976622798467,-2.9564000082656525,28.0,-3.528514753702554,10.568757836410823,-55.180437402483705,-2.982429362384805,-2.6310660510715516,1539.2691666666667,G
53.0,3.1795008002822636,0.7578919861133862,-1.322970550331136,-2.956399998887327,26.4,0.09860559954866402,13.05108492290075,-15.116352184927752,-1.7457091417038975,-1.7402154500986498,1559.2691666666667,IG
54.0,3.8927526665578194,0.2738529925799482,1.9715154030401107,-2.9564000001649413,27.3,-2.737807055635442,9.842440833240762,-42.10916735205808,-2.3219284162478817,-2.250679504275516,1577.2691666666667,G
55.0,3.1173740995894055,0.8569027084333471,-0.9382201115038209,-2.956399999972989,26.6,-0.00873655790437404,13.284653273238527,-14.423816168131095,-1.482777449471268,-1.5558277154881677,1596.2691666666667,IG
56.0,3.4329828857530784,0.2985281444366693,4.286717703636285,-2.95640000000381,27.0,-1.4969518548654284,11.17081260262335,-35.70568858004932,-1.6288526355283197,-1.7110631803784582,1618.2691666666667,G
57.0,3.031167159114889,0.6391375256380979,1.0556064753778975,-2.956399999999508,26.7,0.20939932003756775,13.736556456790211,-14.61514693619131,-1.2043902111958975,-1.4097584960699938,1635.2691666666667,IG
58.0,3.9078042835529487,0.11211294048552857,2.177241279134075,-2.9564000000002024,27.5,-3.0613941971920586,9.833107179158361,-52.09063052883962,-2.6746351794386376,-2.0061660805718997,1656.2691666666667,G
59.0,3.1217166142391557,0.5878968852878149,1.2350880780719624,-2.9563999999999777,26.9,0.24637782522998267,13.510759746934122,-5.678759145755913,-1.7385344547067862,-1.3186060005190077,1684.2691666666667,IG
60.0,3.648395081227225,-0.2511818057726614,2.0359586838444796,-2.956400000000037,27.2,-2.24991477511443,8.430548789866757,-42.318595006620704,-2.950115758703975,-2.531910538801355,1706.2691666666667,G
61.0,3.266022762965396,0.26142294534459243,-5.025506104905004,-2.9563999999999746,23.9,-0.11704285287193954,12.310843822036711,-12.938306196573047,-1.7614796539301374,-1.113701279830346,1728.2691666666667,IG
62.0,3.624819850150472,-0.032508940315105275,1.6568691361955887,-2.9564000000000252,26.8,-1.4592488857242327,11.966340719110136,-39.07428593614984,-2.7841774128253345,-2.4434540263589386,1750.2691666666667,G
63.0,2.960916639324081,0.7555160641053127,-1.2947892164043937,-2.956399999999972,24.4,1.8661936674123654,13.983306405424557,-2.258284265835372,-1.8759628491372213,-1.5084900094771523,1770.2691666666667,IG
64.0,3.8268242607527463,-0.19846396307779884,3.297894663331791,-2.9564000000000283,27.2,-1.1768101925501517,10.702160802292356,-40.591355911872434,-3.2810699948640307,-2.7946691748637758,1792.2691666666665,G
65.0,3.1878180498642226,0.2510238821081855,-0.7992379959678473,-2.9563999999999844,24.5,0.5127096817060277,13.202871237360275,-11.790705346058274,-1.5211540555279237,-1.0811365534392254,1809.2691666666667,IG
66.0,3.3209945797216065,0.2106317633648497,-0.8352888707816205,-2.956400000000016,26.5,0.01455202533817255,11.226259257643965,-36.1573835921149,-1.718079215433725,-1.3611729375618404,1821.2691666666665,G
67.0,3.011931651120694,0.513811242926069,-2.6751631318532936,-2.9563999999999875,25.7,0.42433203363065036,11.67796514104894,5.526525301542232,-0.9918305062495468,-0.6349360257830176,1829.2691666666667,IG
68.0,3.3008544526775423,0.32263855472804,-0.02203347026241925,-2.9564000000000097,26.6,-0.24538735065185469,10.436225814262178,-25.378265118773218,-2.6861409219568455,-1.6640849867290848,1840.2691666666667,G
69.0,3.0483091500724298,0.5320675329851514,-2.3357876713019756,-2.9563999999999933,25.1,1.0755090078343144,12.713911955320393,-3.723111562458354,-1.64159065143922,-1.0477149724451256,1854.2691666666667,IG
70.0,3.502354340682641,0.11012242982312334,0.373697333194964,-2.9564000000000177,27.2,-0.9379488916916323,12.745303814491328,-55.39328391893668,-1.8604851234781106,-1.5167821694855195,1867.2691666666667,G
71.0,3.1082084175131928,0.543847961141338,-2.9964307221333346,-2.956399999999979,26.9,0.693556255596031,13.879690905770241,-8.446315574488612,-1.354552130856319,-1.0072243917434998,1880.2691666666667,IG
